"Word"	"Freq"
"7630"	"trouble"	34
"7633"	"true"	34
"8133"	"whatever"	34
"29"	"absence"	33
"1650"	"countenance"	33
"1943"	"desire"	33
"2160"	"disposition"	33
"4747"	"moments"	33
"6237"	"returned"	33
"8031"	"walking"	33
"1355"	"companion"	32
"1607"	"convinced"	32
"2058"	"directly"	32
"3056"	"fortune"	32
"4636"	"men"	32
"4821"	"name"	32
"5180"	"pain"	32
"7364"	"ten"	32
"7403"	"theatre"	32
"603"	"aunts"	31
"2270"	"drawingroom"	31
"2635"	"except"	31
"2760"	"fair"	31
"3071"	"four"	31
"3206"	"girls"	31
"3735"	"imagine"	31
"3819"	"inclination"	31
"4570"	"marriage"	31
"6489"	"second"	31
"6627"	"share"	31
"8097"	"weeks"	31
"274"	"allow"	30
"355"	"angry"	30
"795"	"betsey"	30
"1521"	"considered"	30
"2490"	"enjoyment"	30
"3497"	"hearing"	30
"3571"	"high"	30
"4603"	"meaning"	30
"6842"	"society"	30
"7642"	"truth"	30
"25"	"above"	29
"150"	"admiral"	29
"223"	"agitation"	29
"1186"	"child"	29
"1259"	"close"	29
"1315"	"comfortable"	29
"2075"	"disappointment"	29
"3044"	"former"	29
"4151"	"journey"	29
"4249"	"ladies"	29
"4754"	"months"	29
"5088"	"opportunity"	29
"5236"	"particularly"	29
"5827"	"quiet"	29
"6946"	"spirit"	29
"7614"	"tried"	29
"8025"	"waiting"	29
"8043"	"wanting"	29
"577"	"attentions"	28
"1075"	"carriage"	28
"1519"	"consideration"	28
"2507"	"entered"	28
"3291"	"grants"	28
"3616"	"honour"	28
"5044"	"offer"	28
"5075"	"open"	28
"5517"	"praise"	28
"6439"	"scheme"	28
"7527"	"tomorrow"	28
"279"	"allowed"	27
"1223"	"circumstances"	27
"1699"	"credit"	27
"1819"	"decided"	27
"1869"	"delighted"	27
"2915"	"fire"	27
"2983"	"fond"	27
"4277"	"large"	27
"4384"	"light"	27
"4507"	"maam"	27
"4573"	"marry"	27
"4879"	"neither"	27
"5003"	"observed"	27
"6052"	"remained"	27
"7657"	"turning"	27
"7709"	"uncles"	27
"8216"	"wishing"	27
"1020"	"call"	26
"1199"	"choice"	26
"1604"	"conviction"	26
"2377"	"effect"	26
"2785"	"fancy"	26
"3420"	"hands"	26
"3996"	"instead"	26
"4289"	"late"	26
"4625"	"meeting"	26
"5896"	"real"	26
"5999"	"regret"	26
"6720"	"silence"	26
"7531"	"tone"	26
"1127"	"chance"	25
"1250"	"clergyman"	25
"1759"	"dance"	25
"1765"	"danger"	25
"1798"	"dearest"	25
"2176"	"distance"	25
"2279"	"dress"	25
"2353"	"easy"	25
"2746"	"face"	25
"3554"	"hers"	25
"5233"	"particular"	25
"5274"	"pause"	25
"5705"	"proper"	25
"5892"	"reading"	25
"6959"	"spoken"	25
"7496"	"times"	25
"7645"	"try"	25
"35"	"absolutely"	24
"225"	"ago"	24
"1114"	"certain"	24
"1864"	"delicacy"	24
"1868"	"delight"	24
"2395"	"eldest"	24
"2697"	"expense"	24
"3302"	"gratitude"	24
"3493"	"health"	24
"3772"	"importance"	24
"3899"	"indulgence"	24
"4324"	"learn"	24
"4357"	"letters"	24
"4413"	"listened"	24
"4534"	"makes"	24
"4845"	"nearly"	24
"4856"	"necklace"	24
"4932"	"norriss"	24
"6110"	"reply"	24
"6434"	"scene"	24
"6514"	"seems"	24
"6907"	"sound"	24
"7932"	"value"	24
"737"	"begun"	23
"2188"	"distress"	23
"2668"	"exercise"	23
"2742"	"eye"	23
"2748"	"fact"	23
"2939"	"fixed"	23
"3043"	"formed"	23
"3422"	"handsome"	23
"5105"	"orders"	23
"5123"	"ourselves"	23
"6062"	"remember"	23
"7144"	"style"	23
"7234"	"support"	23
"7446"	"thoroughly"	23
"7975"	"view"	23
"8103"	"welcome"	23
"8243"	"women"	23
"31"	"absent"	22
"308"	"altogether"	22
"373"	"answered"	22
"1384"	"complete"	22
"1393"	"compliment"	22
"2021"	"difficulties"	22
"2349"	"east"	22
"2632"	"exceedingly"	22
"2831"	"favour"	22
"2845"	"fears"	22
"2901"	"finding"	22
"3637"	"horse"	22
"3822"	"inclined"	22
"3826"	"income"	22
"4120"	"itself"	22
"4412"	"listen"	22
"4432"	"living"	22
"4925"	"none"	22
"5029"	"occurred"	22
"6179"	"resolved"	22
"6484"	"seat"	22
"6586"	"service"	22
"6712"	"sight"	22
"6935"	"speech"	22
"7103"	"street"	22
"7127"	"struck"	22
"7444"	"thornton"	22
"7930"	"vain"	22
"8188"	"williams"	22
"8215"	"wishes"	22
"174"	"advice"	21
"1047"	"capable"	21
"1507"	"consciousness"	21
"1522"	"considering"	21
"1696"	"creature"	21
"2304"	"due"	21
"2376"	"education"	21
"2560"	"especially"	21
"2829"	"faults"	21
"2838"	"fear"	21
"3036"	"forgotten"	21
"3199"	"getting"	21
"3383"	"habits"	21
"4023"	"intended"	21
"4235"	"knowing"	21
"4429"	"lively"	21
"4463"	"lose"	21
"5435"	"pleasures"	21
"5708"	"properly"	21
